Benchmark data: Num items = 100, Cap = 1000, Profit = 2671
NumStarts = 100, NumAttempts = 100000
Pass 0 started
Initial state profit = 845
 102182	 2587
 103488	 2605
 219739	 2616
 248722	 2618
 412889	 2625
 549418	 2627
 741108	 2629
 989711	 2631
 993007	 2634
1214481	 2651
1221588	 2653
After 1621588 iterations the best profit is = 2653
Pass 25 finished in 8 seconds
The correlation with benchmark = 18
===================================
Pass 26 started
Initial state profit = 1165
     27	 1251
     77	 1257
    122	 1259
    203	 1310
    231	 1347
    348	 1420
    355	 1517
    362	 1571
    366	 1572
    467	 1701
    626	 1748
    769	 1846
   2046	 1851
   2139	 1857
   3058	 1973
   3230	 2023
   5464	 2034
   6314	 2077
   6813	 2164
  10312	 2212
  10569	 2217
  10607	 2235
  11567	 2245
  11597	 2279
  16578	 2336
  17026	 2353
  17270	 2360
  17663	 2420
  18689	 2423
  33565	 2448
  34000	 2483
  45071	 2515
  48455	 2525
  70679	 2538
  84266	 2560
  87560	 2582
 162502	 2583
 187819	 2585
 188758	 2586
 203432	 2596
 319881	 2601
 372921	 2611
 460753	 2635
 526631	 2637
 587277	 2639
 727922	 2656
 847510	 2663
After 1247510 iterations the best profit is = 2663
Pass 26 finished in 8 seconds
The correlation with benchmark = 8
===================================
Pass 27 started
Initial state profit = 1240
    120	 1248
    191	 1304
    198	 1331
   1084	 1359
   1398	 1384
   1546	 1388
   1562	 1645
   1777	 1670
   2943	 1743
   3140	 1764
   3294	 1814
   3335	 1834
   3556	 1843
   3760	 1873
   3800	 1888
   3882	 1931
   4074	 1954
   4249	 1958
   4508	 2049
   4693	 2102
   5247	 2162
   6347	 2165
   7120	 2189
   7520	 2278
  11583	 2288
  14615	 2303
  14997	 2305
  18313	 2342
  23995	 2356
  24996	 2393
  27155	 2400
  41188	 2423
  41413	 2436
  43855	 2449
  46224	 2490
  60336	 2510
  82558	 2542
  82708	 2552
 114458	 2557
 138973	 2582
 148170	 2611
 227373	 2623
 268313	 2630
 325290	 2631
 354101	 2638
 367463	 2639
 482394	 2640
After 882394 iterations the best profit is = 2640
Pass 27 finished in 5 seconds
The correlation with benchmark = 31
===================================
Pass 28 started
Initial state profit = 1311
      3	 1334
      6	 1384
    611	 1413
   1325	 1459
   1353	 1486
   1537	 1577
   1677	 1616
   1838	 1711
   1954	 1727
   2224	 1758
   2356	 1831
   3323	 1833
   3392	 1849
   3394	 1866
   3445	 1928
   3464	 1991
   4847	 2048
   8659	 2082
   9458	 2114
   9727	 2155
  10345	 2158
  13481	 2269
  19671	 2284
  22368	 2298
  27922	 2318
  28597	 2341
  28639	 2354
  28885	 2404
  31418	 2433
  33369	 2443
  46498	 2490
  49814	 2507
  63826	 2526
  65342	 2571
 116776	 2572
 123713	 2574
 157002	 2576
 260159	 2592
 434043	 2597
 448003	 2598
 557047	 2623
 764531	 2624
 873424	 2630
 874208	 2633
 877032	 2635
 883228	 2654
 950102	 2655
After 1350102 iterations the best profit is = 2655
Pass 28 finished in 7 seconds
The correlation with benchmark = 16
===================================
Pass 29 started
Initial state profit = 907
     10	 1145
    237	 1233
    629	 1292
    677	 1412
    776	 1425
    875	 1550
